130973880646719,130974089917630
130973880646719,130974150137884
130973880646719,130974286914696
130974287891906,130974286914696
130974287891906,130974387489178
130974287891906,130974446879796
130974287891906,130974593976190
130974287891906,130974654037075
130974287891906,130974712813777
130974861335239,130974712813777
130974861335239,130974860565589
130974861335239,130974986199189
130974861335239,130975047696755
130974861335239,130975194485111
130974861335239,130975252561396
130974861335239,130975310901576
130975461013021,130975310901576
130975461013021,130975460014902
130975461013021,130975586243374
130975461013021,130975643429640
130975461013021,130975783330882
130975461013021,130975899069162
130975461013021,130975842220207
130976047592340,130975842220207
130976047592340,130976046649603
130976047592340,130976188923872
130976047592340,130976248401539
130976047592340,130976388423287
130976047592340,130976447233070
130976047592340,130976502699986
130976646647360,130976502699986
130976646647360,130976645656100
130976646647360,130976790406559
130976646647360,130976847519629
130976646647360,130976987913239
130976646647360,130977045930773
130976646647360,130977105203348
130977246114608,130977105203348
130977246114608,130977244945150
130977246114608,130977392067756
130977246114608,130977451878461
130977246114608,130977593843544
130977246114608,130977654449080
130977246114608,130977713057187
130977857609359,130977713057187
130977857609359,130977856640681
130977857609359,130977992313856
130977857609359,130978049667251
130977857609359,130978194861163
130977857609359,130978312974859
130977857609359,130978254749885
130978455343032,130978254749885
130978455343032,130978454289613
130978455343032,130978614936977
130978455343032,130978675072301
130978455343032,130978824071061
130978455343032,130978884378997
130978455343032,130978943589604
130978455343032,130979087806343
130979088817305,130979087806343
130979088817305,130979194129398
130979088817305,130979255078825
130979088817305,130979401048813
130979088817305,130979524948831
130979088817305,130979462786675
130979679242507,130979462786675
130979679242507,130979678449621
130979679242507,130979795488199
130979679242507,130979854943930
130979679242507,130980005388539
130979679242507,130980122888372
130979679242507,130980064102666
130980270592689,130980064102666
130980270592689,130980269589625
130980270592689,130980393313844
130980270592689,130980451777900
130980270592689,130980599510378
130980270592689,130980716188535
130980270592689,130980659751094
130980862717454,130980659751094
130980862717454,130980861762916
130980862717454,130980994492269
130980862717454,130981053152270
130980862717454,130981195058770
130980862717454,130981312805839
130980862717454,130981254342892
130981458755215,130981254342892
130981458755215,130981457688257
130981458755215,130981597278342
130981458755215,130981655422095
130981458755215,130981806488964
130981458755215,130981925261049
130981458755215,130981868553415
130982068806935,130981868553415
130982068806935,130982067876008
130982068806935,130982198441593
130982068806935,130982260956857
130982068806935,130982403730043
130982068806935,130982524380384
130982068806935,130982465236296
130982672445832,130982465236296
130982672445832,130982671382465
130982672445832,130982800221000
130982672445832,130982861213313
130982672445832,130983011583951
130982672445832,130983133368169
130982672445832,130983072756994
130982672445832,130983294160872
130983295193346,130983294160872
130983295193346,130983399129363
130983295193346,130983458937533
130983295193346,130983604606172
130983605555009,130983604606172
130983605555009,130983725169098
130983605555009,130983666617931
130983605555009,130983870368731
130983605555009,130983928400373
130983605555009,130983990915202
130983605555009,130984130146177
130983605555009,130984191308607
130983605555009,130984249107128
130983605555009,130984395616738
130984396631090,130984395616738
130984396631090,130984499036549
130984396631090,130984558600408
130984396631090,130984708475292
130984396631090,130984828131953
130984396631090,130984769635574
130984976802302,130984769635574
130984976802302,130984975998129
130984976802302,130985098675795
130984976802302,130985155615992
130984976802302,130985295821646
130984976802302,130985410893967
130984976802302,130985354061603
130985551199796,130985354061603
130985551199796,130985550218754
130985551199796,130985700350075
130985551199796,130985756210543
130985551199796,130985899598583
130985551199796,130986016121835
